Vernier Format 2
Untitled.cmbl 11/10/22 08:50 .
Latest
Time	Absorbance at 590.0 nm
t	Abs-590.0
s	

0	0.798537460681
1.20219791667	0.772018046433
2.40439583333	0.748577321419
3.60659375	0.722890747382
4.80879166667	0.698353029807
6.01098958333	0.670045217022
7.2131875	0.643215994678
8.41538541667	0.62127845763
9.61758333333	0.598254441931
10.81978125	0.572217086817
12.0219791667	0.547949384389
13.2241770833	0.52794127814
14.426375	0.507050938739
15.6285729167	0.489242620104
16.8307708333	0.47169180128
18.03296875	0.453530216808
19.2351666667	0.437190016978
20.4373645833	0.419378118678
21.6395625	0.40629287994
22.8417604167	0.388941527692
24.0439583333	0.370957091609
25.24615625	0.359052274235
26.4483541667	0.343678277623
27.6505520833	0.332188811137
28.85275	0.319280214673
30.0549479167	0.30653830158
31.2571458333	0.295742873967
32.45934375	0.284723093546
33.6615416667	0.274404038892
34.8637395833	0.262388233006
36.0659375	0.252960305021
37.2681354167	0.242956443524
38.4703333333	0.233830457206
39.67253125	0.223717994605
40.8747291667	0.216284464615
42.0769270833	0.207334820239
43.279125	0.200571836427
44.4813229167	0.192434674916
45.6835208333	0.184212029646
46.88571875	0.178708510907
48.0879166667	0.169985354985
49.2901145833	0.162658504249
50.4923125	0.156865546076
51.6945104167	0.151643168945
52.8967083333	0.143550430335
54.09890625	0.137165042965
55.3011041667	0.132210301797
56.5033020833	0.127381390067
57.7055	0.123411298562
58.9076979167	0.119178237009
60.1098958333	0.114918762711
61.31209375	0.10999913794
62.5142916667	0.103463922776
63.7164895833	0.100804511429
64.9186875	0.0958875238765
66.1208854167	0.0927947378872
67.3230833333	0.0896057621992
68.52528125	0.0863851967098
69.7274791667	0.0830522845883
70.9296770833	0.07982769214
72.131875	0.0762628915257
73.3340729167	0.0740267391805
74.5362708333	0.0714178064709
75.73846875	0.0686542843422
76.9406666667	0.0660592668217
78.1428645833	0.0648990802605
79.3450625	0.0622997829292
80.5472604167	0.0594394836878
81.7494583333	0.0567948098984
82.95165625	0.0550434332012
84.1538541667	0.0530085434065
85.3560520833	0.0522044295513
86.55825	0.0505525666713
87.7604479167	0.0477286407487
88.9626458333	0.0466934854051
90.16484375	0.0449211783894
91.3670416667	0.0428415255424
92.5692395833	0.0421538558673
93.7714375	0.041050434055
94.9736354167	0.0390430390262
96.1758333333	0.0376961987121
97.37803125	0.0356504859804
98.5802291667	0.035352061577
99.7824270833	0.0334314420078
100.984625	0.0338204969793
102.186822917	0.0326615861347
103.389020833	0.0310423350739
104.59121875	0.0314778596497
105.793416667	0.0308237313078
106.995614583	0.0279536192429
108.1978125	0.0284149002255
109.400010417	0.0277602325572
110.602208333	0.0259412558094
111.80440625	0.0259060442475
113.006604167	0.0250711744331
114.208802083	0.023656161905
115.411	0.0232044201773
116.613197917	0.0219589201394
117.815395833	0.0222333558994
119.01759375	0.0216995618638
120.219791667	0.020445465133
121.421989583	0.0204314451201
122.6241875	0.0195745604687
123.826385417	0.0201124719422
125.028583333	0.0186579231548
126.23078125	0.0179048725141
127.432979167	0.0175632358539
128.635177083	0.0173891769777
129.837375	0.0175019591732
131.039572917	0.0169961998042
132.241770833	0.0170259667869
133.44396875	0.0163407307704
134.646166667	0.0158088549775
135.848364583	0.0152529696462
137.0505625	0.0157256348353
138.252760417	0.0150061684719
139.454958333	0.0144607121365
140.65715625	0.0148129249607
141.859354167	0.013032657053
143.061552083	0.0138930143172
144.26375	0.01513439894
145.465947917	0.0132662032446
146.668145833	0.0127647988565
147.87034375	0.0126931775416
149.072541667	0.0129516207867
150.274739583	0.0124893968849
151.4769375	0.012147040413
152.679135417	0.0125295946868
153.881333333	0.0122315036266
155.08353125	0.0118269446561
156.285729167	0.0117659222452
157.487927083	0.0117527293376
158.690125	0.0112305572077
159.892322917	0.0108329629671
161.094520833	0.0105431598882
162.29671875	0.011153973494
163.498916667	0.011055724564
164.701114583	0.0101125139898
165.9033125	0.0107125766182
167.105510417	0.0114529735703
