Vernier Format 2
Untitled.cmbl 11/10/22 09:14 .
Latest
Time	Absorbance at 590.0 nm
t	Abs-590.0
s	

0	0.632641692057
1.20219791667	0.621738385977
2.40439583333	0.613628886224
3.60659375	0.601492082483
4.80879166667	0.593665765384
6.01098958333	0.583348311026
7.2131875	0.571262113131
8.41538541667	0.561832950809
9.61758333333	0.551267498228
10.81978125	0.541498071177
12.0219791667	0.530451094774
13.2241770833	0.52249408774
14.426375	0.511908284705
15.6285729167	0.503584392711
16.8307708333	0.493986355711
18.03296875	0.484663631334
19.2351666667	0.474799422304
20.4373645833	0.466290944285
21.6395625	0.458619903937
22.8417604167	0.449874369101
24.0439583333	0.44088192887
25.24615625	0.432118941107
26.4483541667	0.425898620599
27.6505520833	0.417439018091
28.85275	0.411760801149
30.0549479167	0.404514400396
31.2571458333	0.395532727477
32.45934375	0.388610848012
33.6615416667	0.38165711177
34.8637395833	0.374613903832
36.0659375	0.368341673506
37.2681354167	0.361575275136
38.4703333333	0.354383025036
39.67253125	0.348742911199
40.8747291667	0.342072294989
42.0769270833	0.336141357678
43.279125	0.329173472417
44.4813229167	0.324037302583
45.6835208333	0.318080537977
46.88571875	0.311461161146
48.0879166667	0.306742626701
49.2901145833	0.300370015303
50.4923125	0.295720147081
51.6945104167	0.291540191561
52.8967083333	0.285397117924
54.09890625	0.281104803632
55.3011041667	0.276124878594
56.5033020833	0.270523110407
57.7055	0.267452356744
58.9076979167	0.26342519354
60.1098958333	0.258485150778
61.31209375	0.252917200659
62.5142916667	0.248226758753
63.7164895833	0.243925460422
64.9186875	0.240239478814
66.1208854167	0.236105095957
67.3230833333	0.231590923501
68.52528125	0.226989175522
69.7274791667	0.223279398563
70.9296770833	0.219432970284
72.131875	0.215084009978
73.3340729167	0.211866100671
74.5362708333	0.207333526652
75.73846875	0.204944820963
76.9406666667	0.201399190394
78.1428645833	0.199411016925
79.3450625	0.195795872729
80.5472604167	0.191227227646
81.7494583333	0.186887928926
82.95165625	0.183402874465
84.1538541667	0.18049122858
85.3560520833	0.178219513492
86.55825	0.174284870263
87.7604479167	0.172008335644
88.9626458333	0.168237278223
90.16484375	0.166782433931
91.3670416667	0.163370259171
92.5692395833	0.161496818465
93.7714375	0.157200426233
94.9736354167	0.155782794798
96.1758333333	0.153940969012
97.37803125	0.149771945553
98.5802291667	0.147471620815
99.7824270833	0.145465277447
100.984625	0.143254182408
102.186822917	0.1411224031
103.389020833	0.138677317903
104.59121875	0.137750952825
105.793416667	0.134457241597
106.995614583	0.13163434999
108.1978125	0.130329417021
109.400010417	0.126542145487
110.602208333	0.12565985818
111.80440625	0.122623319811
113.006604167	0.121680619879
114.208802083	0.11944934634
115.411	0.117297812052
116.613197917	0.115243728095
117.815395833	0.11464767941
119.01759375	0.112224866517
120.219791667	0.110051178512
121.421989583	0.108690869375
122.6241875	0.106664688095
123.826385417	0.104072003046
125.028583333	0.103023511585
126.23078125	0.101762432143
127.432979167	0.100030195407
128.635177083	0.0994146274074
129.837375	0.0967597652814
131.039572917	0.0951462280407
132.241770833	0.0935668674636
133.44396875	0.0925632671326
134.646166667	0.0905396009425
135.848364583	0.0905788153921
137.0505625	0.0873778764674
138.252760417	0.0860067594336
139.454958333	0.0851766582735
140.65715625	0.0845450468238
141.859354167	0.0828463418992
143.061552083	0.0811149154301
144.26375	0.0804418508538
145.465947917	0.0794912223458
146.668145833	0.0784894636988
147.87034375	0.0767893328636
149.072541667	0.0757383614616
150.274739583	0.0740314975738
151.4769375	0.0731945056066
152.679135417	0.0712002870254
153.881333333	0.0718961017429
155.08353125	0.0710024074629
156.285729167	0.0698682315504
157.487927083	0.0683485873266
158.690125	0.0671179554217
159.892322917	0.0654607460728
161.094520833	0.0645929101045
162.29671875	0.0639771869614
163.498916667	0.0635047425224
164.701114583	0.0621210399771
165.9033125	0.0614601142452
167.105510417	0.0599904427636
168.307708333	0.0610405800236
169.50990625	0.0597414270589
170.712104167	0.0579793741916
